step,loss,loss/distill_future_flow,loss/distill_future_flow_mean,loss/distill_future_force,loss/distill_future_force_mean,loss/hand_synergy,loss/student_action,loss/student_action_arm,loss/student_action_hand,loss/tactile_refiner_delta_reg,loss/teacher_action,loss/teacher_action_arm,loss/teacher_action_hand,loss/total
7500,0.08693945,0.0,0.0,0.05800485,0.05800485,0.0,0.04230989,0.05587755,0.07210768,0.0,0.03882907,0.05417041,0.06388044,0.08693945
7600,0.08073375,0.0,0.0,0.05489076,0.05489076,0.0,0.03939447,0.05145776,0.06886979,0.0,0.03585021,0.0491372,0.06063474,0.08073375
7700,0.07926606,0.0,0.0,0.05877944,0.05877944,0.0,0.03854965,0.05215162,0.06543582,0.0,0.03483846,0.05052445,0.05707196,0.07926606
7800,0.07872401,0.0,0.0,0.05726527,0.05726527,0.0,0.03822615,0.05074805,0.06678835,0.0,0.03477133,0.04847973,0.05880247,0.07872401
7900,0.08024213,0.0,0.0,0.05368634,0.05368634,0.0,0.03901075,0.05292653,0.06712732,0.0,0.03586276,0.05184742,0.05933744,0.08024213
8000,0.07165292,0.0,0.0,0.05092318,0.05092318,0.0,0.03467366,0.04943124,0.0596277,0.0,0.03188694,0.04782367,0.05321595,0.07165292
8100,0.073846,0.0,0.0,0.05168375,0.05168375,0.0,0.03582185,0.05131565,0.06030267,0.0,0.03285578,0.04893988,0.05398099,0.073846
8200,0.07188153,0.0,0.0,0.05027725,0.05027725,0.0,0.03531932,0.04743725,0.06121073,0.0,0.03153449,0.04644689,0.05220922,0.07188153
8300,0.07310981,0.0,0.0,0.05231299,0.05231299,0.0,0.0352971,0.0495809,0.05951797,0.0,0.0325814,0.04830715,0.05305648,0.07310981
8400,0.06919847,0.0,0.0,0.05234891,0.05234891,0.0,0.03357232,0.04577272,0.05887135,0.0,0.03039127,0.04368605,0.05148188,0.06919847
8500,0.07250164,0.0,0.0,0.0539847,0.0539847,0.0,0.03520238,0.04749489,0.06127737,0.0,0.03190079,0.04568499,0.05381939,0.07250164
8600,0.07188897,0.0,0.0,0.05428626,0.05428626,0.0,0.03495188,0.04836035,0.05938562,0.0,0.03150846,0.04634907,0.05177659,0.07188897
8700,0.07247177,0.0,0.0,0.05190955,0.05190955,0.0,0.03498011,0.04844557,0.05956803,0.0,0.0323007,0.04687467,0.05300861,0.07247177
8800,0.06950611,0.0,0.0,0.04984066,0.04984066,0.0,0.03386091,0.04760529,0.05730493,0.0,0.03066113,0.04561382,0.05051216,0.06950611
8900,0.07123175,0.0,0.0,0.05003003,0.05003003,0.0,0.03516787,0.04886122,0.05915235,0.0,0.03106088,0.04705355,0.0503759,0.07123175
9000,0.06927326,0.0,0.0,0.04930981,0.04930981,0.0,0.03357548,0.04800569,0.05589022,0.0,0.0307668,0.04569218,0.04976404,0.06927326
9100,0.06804165,0.0,0.0,0.04896525,0.04896525,0.0,0.03251227,0.04799956,0.0545339,0.0,0.03063285,0.04698624,0.05039893,0.06804165
9200,0.06607414,0.0,0.0,0.04854855,0.04854855,0.0,0.03172293,0.04486905,0.05439167,0.0,0.02949635,0.0436076,0.04938518,0.06607414
9300,0.06660914,0.0,0.0,0.05033496,0.05033496,0.0,0.03259045,0.04415721,0.05650929,0.0,0.02898521,0.04262647,0.04772516,0.06660914
9400,0.06537793,0.0,0.0,0.04543539,0.04543539,0.0,0.03268659,0.0439692,0.05650511,0.0,0.0281478,0.04177581,0.04634396,0.06537793
9500,0.06672915,0.0,0.0,0.0462654,0.0462654,0.0,0.03245773,0.04657969,0.05437456,0.0,0.02964488,0.04499163,0.04760373,0.06672915
9600,0.06585422,0.0,0.0,0.04708909,0.04708909,0.0,0.03215922,0.04571714,0.05423064,0.0,0.02898609,0.04403449,0.04712359,0.06585422
9700,0.06651967,0.0,0.0,0.04908822,0.04908822,0.0,0.03254847,0.04687677,0.05415876,0.0,0.02906238,0.04491987,0.0461792,0.06651967
9800,0.06677877,0.0,0.0,0.04805984,0.04805984,0.0,0.03253415,0.04549354,0.05449516,0.0,0.02943863,0.04303671,0.04790878,0.06677877
9900,0.06172285,0.0,0.0,0.04726121,0.04726121,0.0,0.02988553,0.04409775,0.05005525,0.0,0.0271112,0.04278853,0.04343643,0.06172285
10000,0.06457274,0.0,0.0,0.04679552,0.04679552,0.0,0.03134966,0.04497524,0.05228296,0.0,0.02854352,0.04360281,0.04590791,0.06457274
10100,0.06446326,0.0,0.0,0.05025411,0.05025411,0.0,0.03106697,0.0435195,0.05273928,0.0,0.02837088,0.04213121,0.04686618,0.06446326
10200,0.06161195,0.0,0.0,0.05157537,0.05157537,0.0,0.0296427,0.04075821,0.05106174,0.0,0.0268117,0.03941133,0.04417408,0.06161195
10300,0.06374119,0.0,0.0,0.04779929,0.04779929,0.0,0.03107631,0.04216945,0.05422662,0.0,0.02788495,0.04062413,0.04677718,0.06374119
10400,0.06149731,0.0,0.0,0.04778672,0.04778672,0.0,0.03001401,0.04202833,0.05129577,0.0,0.02670463,0.04027421,0.04366795,0.06149731
10500,0.06241932,0.0,0.0,0.048131,0.048131,0.0,0.03059674,0.04133349,0.05248812,0.0,0.02700948,0.03942088,0.044213,0.06241932
10600,0.06178004,0.0,0.0,0.04817975,0.04817975,0.0,0.02972789,0.04036756,0.05151101,0.0,0.02723417,0.03967967,0.04551794,0.06178004
10700,0.06385633,0.0,0.0,0.05002511,0.05002511,0.0,0.03141615,0.04219653,0.05460481,0.0,0.02743767,0.0402501,0.04531233,0.06385633
10800,0.06418628,0.0,0.0,0.05280679,0.05280679,0.0,0.03099883,0.04241934,0.05358074,0.0,0.02790677,0.0411289,0.04614141,0.06418628
10900,0.05870233,0.0,0.0,0.04742808,0.04742808,0.0,0.02815067,0.04042331,0.04710694,0.0,0.02580886,0.03881268,0.04174091,0.05870233
11000,0.05946528,0.0,0.0,0.04629931,0.04629931,0.0,0.02876628,0.04046216,0.04929794,0.0,0.02606907,0.03928878,0.04315848,0.05946528
11100,0.05835712,0.0,0.0,0.04717034,0.04717034,0.0,0.02827283,0.04006434,0.04858079,0.0,0.02536726,0.03877329,0.041525,0.05835712
11200,0.05945847,0.0,0.0,0.04745965,0.04745965,0.0,0.028834,0.039745,0.04905265,0.0,0.02587851,0.03881251,0.04179081,0.05945847
