step,loss,loss/distill_future_flow,loss/distill_future_flow_mean,loss/distill_future_force,loss/distill_future_force_mean,loss/hand_synergy,loss/student_action,loss/student_action_arm,loss/student_action_hand,loss/tactile_refiner_delta_reg,loss/teacher_action,loss/teacher_action_arm,loss/teacher_action_hand,loss/total
10500,0.06323574,0.0,0.0,0.0554109,0.0554109,0.0,0.03038081,0.04170077,0.05170034,0.0,0.02731384,0.03987095,0.04470596,0.06323574
10600,0.06283948,0.0,0.0,0.05860159,0.05860159,0.0,0.03003311,0.04058933,0.05208437,0.0,0.02694621,0.0400764,0.04451878,0.06283948
10700,0.06450208,0.0,0.0,0.05900426,0.05900426,0.0,0.0310634,0.0417197,0.0536682,0.0,0.02753825,0.04084957,0.04505173,0.06450208
10800,0.06456356,0.0,0.0,0.0626556,0.0626556,0.0,0.03076392,0.04234777,0.05312352,0.0,0.02753408,0.04095572,0.04522745,0.06456356
10900,0.05992471,0.0,0.0,0.05624119,0.05624119,0.0,0.02867524,0.04099593,0.0480695,0.0,0.02562536,0.03944506,0.04079418,0.05992471
11000,0.06047153,0.0,0.0,0.05618776,0.05618776,0.0,0.02863784,0.04070499,0.04891495,0.0,0.02621492,0.03999548,0.04320516,0.06047153
11100,0.0587163,0.0,0.0,0.05928217,0.05928217,0.0,0.02791768,0.03986004,0.04770024,0.0,0.02487041,0.03887208,0.04039557,0.0587163
11200,0.06028256,0.0,0.0,0.05588671,0.05588671,0.0,0.02865434,0.04122701,0.04788595,0.0,0.02603954,0.0396698,0.04137998,0.06028256
11300,0.05835535,0.0,0.0,0.05479187,0.05479187,0.0,0.02798498,0.03811252,0.04849778,0.0,0.02489118,0.03716146,0.04107441,0.05835535
11400,0.06030248,0.0,0.0,0.05337868,0.05337868,0.0,0.02873287,0.04120257,0.04824788,0.0,0.02623175,0.04029729,0.04221418,0.06030248
11500,0.05722484,0.0,0.0,0.05814287,0.05814287,0.0,0.02723344,0.03740374,0.04782937,0.0,0.02417712,0.03616941,0.04067345,0.05722484
11600,0.05779878,0.0,0.0,0.05234346,0.05234346,0.0,0.02731654,0.03837606,0.04627461,0.0,0.0252479,0.03740868,0.04186931,0.05779878
11700,0.05911336,0.0,0.0,0.05331622,0.05331622,0.0,0.02783208,0.04106914,0.04537321,0.0,0.02594966,0.04019137,0.04118243,0.05911336
11800,0.057491,0.0,0.0,0.05496513,0.05496513,0.0,0.02760549,0.03964848,0.04730085,0.0,0.024389,0.03836071,0.03953229,0.057491
11900,0.05477545,0.0,0.0,0.05090717,0.05090717,0.0,0.02596468,0.03946614,0.04250625,0.0,0.02372005,0.03767492,0.03778983,0.05477545
12000,0.05633852,0.0,0.0,0.05045299,0.05045299,0.0,0.02706104,0.03941158,0.04471273,0.0,0.02423218,0.03819294,0.03817815,0.05633852
12100,0.05787221,0.0,0.0,0.05676448,0.05676448,0.0,0.02814944,0.03796946,0.0494573,0.0,0.02404631,0.0362029,0.03971488,0.05787221
12200,0.05705814,0.0,0.0,0.05650725,0.05650725,0.0,0.02689444,0.03874043,0.04527497,0.0,0.02451297,0.03700336,0.03994416,0.05705814
