step,loss,loss/distill_future_flow,loss/distill_future_flow_mean,loss/distill_future_force,loss/distill_future_force_mean,loss/hand_synergy,loss/student_action,loss/student_action_arm,loss/student_action_hand,loss/tactile_refiner_delta_reg,loss/teacher_action,loss/teacher_action_arm,loss/teacher_action_hand,loss/total
5100,0.09816039,0.0,0.0,0.04025244,0.04025244,0.0,0.04803055,0.09722377,0.06578566,0.0,0.0461046,0.09401468,0.06178424,0.09816039
5200,0.10944507,0.0,0.0,0.04148736,0.04148736,0.0,0.05438643,0.10210239,0.07513725,0.0,0.0509099,0.10108948,0.06630179,0.10944507
5300,0.10360494,0.0,0.0,0.0418677,0.0418677,0.0,0.05112742,0.09622309,0.06920138,0.0,0.04829075,0.09370136,0.06498448,0.10360494
5400,0.10430051,0.0,0.0,0.04060715,0.04060715,0.0,0.05124829,0.09579588,0.07183178,0.0,0.04899151,0.09358545,0.06695774,0.10430051
5500,0.1071195,0.0,0.0,0.03937009,0.03937009,0.0,0.05291509,0.10170805,0.07386652,0.0,0.0502674,0.098493,0.06895269,0.1071195
5600,0.10120302,0.0,0.0,0.04043265,0.04043265,0.0,0.05007002,0.0938888,0.06990378,0.0,0.04708973,0.09248899,0.06269211,0.10120302
5700,0.09504528,0.0,0.0,0.04171335,0.04171335,0.0,0.0465963,0.08788978,0.06607587,0.0,0.04427766,0.08694839,0.06087061,0.09504528
5800,0.09919892,0.0,0.0,0.0412234,0.0412234,0.0,0.04835395,0.093486,0.06555433,0.0,0.04672261,0.09127191,0.06210496,0.09919892
5900,0.0941313,0.0,0.0,0.03884473,0.03884473,0.0,0.04719625,0.08782648,0.0680714,0.0,0.04305058,0.08551983,0.05929179,0.0941313
6000,0.09174746,0.0,0.0,0.0401979,0.0401979,0.0,0.04563644,0.08734418,0.06401416,0.0,0.04209122,0.08465607,0.05688644,0.09174746
6100,0.08851756,0.0,0.0,0.03833936,0.03833936,0.0,0.04364358,0.08888474,0.05759859,0.0,0.04104005,0.08633165,0.05265977,0.08851756
6200,0.09686801,0.0,0.0,0.03776126,0.03776126,0.0,0.04780087,0.09088814,0.06663474,0.0,0.04529101,0.09045673,0.06074246,0.09686801
6300,0.09114525,0.0,0.0,0.03850394,0.03850394,0.0,0.04481078,0.08304073,0.06532595,0.0,0.04248408,0.0820697,0.06021941,0.09114525
6400,0.0867728,0.0,0.0,0.03651986,0.03651986,0.0,0.04207321,0.08509398,0.05603988,0.0,0.04104761,0.08270833,0.05431762,0.0867728
6500,0.0875769,0.0,0.0,0.03886329,0.03886329,0.0,0.04282134,0.08634946,0.05945453,0.0,0.04086922,0.08344868,0.05560438,0.0875769
6600,0.07889985,0.0,0.0,0.03690841,0.03690841,0.0,0.03881023,0.07912063,0.05356579,0.0,0.03639878,0.07755926,0.04826352,0.07889985
6700,0.0733399,0.0,0.0,0.03568773,0.03568773,0.0,0.0361584,0.07307653,0.05090244,0.0,0.03361272,0.07095056,0.04492411,0.0733399
6800,0.08202776,0.0,0.0,0.03372769,0.03372769,0.0,0.04039374,0.0798161,0.05482808,0.0,0.03826125,0.07693909,0.05117117,0.08202776
6900,0.07949647,0.0,0.0,0.03392088,0.03392088,0.0,0.03926664,0.07750294,0.05413205,0.0,0.03683775,0.07526672,0.04889223,0.07949647
7000,0.0826708,0.0,0.0,0.03464322,0.03464322,0.0,0.04108797,0.07953083,0.05482368,0.0,0.03811851,0.07798406,0.04737127,0.0826708
7100,0.08173588,0.0,0.0,0.03460779,0.03460779,0.0,0.04050302,0.07374809,0.05718092,0.0,0.03777209,0.07251126,0.050295,0.08173588
7200,0.07860535,0.0,0.0,0.03575139,0.03575139,0.0,0.03881839,0.07616603,0.05338959,0.0,0.03621182,0.07522773,0.04692232,0.07860535
7300,0.07091687,0.0,0.0,0.03219165,0.03219165,0.0,0.03470513,0.07231393,0.04701657,0.0,0.03299258,0.07126056,0.04291308,0.07091687
7400,0.07296713,0.0,0.0,0.0328987,0.0328987,0.0,0.03577623,0.07135317,0.04932681,0.0,0.03390103,0.07040112,0.04488879,0.07296713
7500,0.08119471,0.0,0.0,0.03322824,0.03322824,0.0,0.04019496,0.07517277,0.05433784,0.0,0.03767692,0.07317839,0.04953612,0.08119471
7600,0.07422675,0.0,0.0,0.03210363,0.03210363,0.0,0.03617639,0.07378826,0.04751534,0.0,0.03484,0.07082812,0.04603197,0.07422675
7700,0.0710298,0.0,0.0,0.03034518,0.03034518,0.0,0.03514913,0.06856423,0.04798563,0.0,0.03284615,0.06593806,0.04314427,0.0710298
7800,0.07431205,0.0,0.0,0.03223533,0.03223533,0.0,0.03683375,0.07203238,0.05068816,0.0,0.03425477,0.07076298,0.04473067,0.07431205
7900,0.07077183,0.0,0.0,0.02871038,0.02871038,0.0,0.03522057,0.06855454,0.04923793,0.0,0.03268022,0.06718309,0.04288348,0.07077183
8000,0.07107161,0.0,0.0,0.03081521,0.03081521,0.0,0.03541639,0.06602921,0.05151914,0.0,0.0325737,0.06379336,0.04462966,0.07107161
8100,0.07146492,0.0,0.0,0.02920445,0.02920445,0.0,0.03575109,0.06805178,0.04959873,0.0,0.03279338,0.06643327,0.04263808,0.07146492
8200,0.06673809,0.0,0.0,0.03008261,0.03008261,0.0,0.03347569,0.06361748,0.04786626,0.0,0.03025414,0.0616152,0.04053012,0.06673809
8300,0.06703502,0.0,0.0,0.03156136,0.03156136,0.0,0.03297944,0.06645133,0.04464154,0.0,0.03089944,0.0649941,0.04010521,0.06703502
8400,0.06441804,0.0,0.0,0.02986523,0.02986523,0.0,0.03196586,0.06346259,0.04452289,0.0,0.02946565,0.06119673,0.0390523,0.06441804
8500,0.06520531,0.0,0.0,0.03114467,0.03114467,0.0,0.03230213,0.06339807,0.04413419,0.0,0.02978872,0.0611332,0.0382763,0.06520531
